text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id,conversation_id,author_id,created_at,id
"$AKITA LFG!! &lt;3 

We're on @avalancheavax &lt;3

#DAO #AKITANetworkDAO #AKITANetwork #AKITA #AKITAToken #AKITAINU #AKITACoin #AVAX 🔺 https://t.co/9Ywi7jkkq3 https://t.co/5P9iHW9t0d",20,0,15,0,,1460077767714693125,1399274508008054784,2021-11-15T02:50:41.000Z,1460077767714693125
"I see you $100 $AVAX.
👏 @avalancheavax",0,0,1,0,,1460077591046492161,1379649778129100801,2021-11-15T02:49:59.000Z,1460077591046492161
@DanielxKilleen @avalancheavax Facts,0,0,0,0,1353045435234078721,1460040777770360832,1834950775,2021-11-15T02:45:30.000Z,1460076461637844992
@BigDingus_72 @avalancheavax @chainlink The beast is rising...,0,0,1,0,1438511354793500684,1460068857385820169,1445042415484628993,2021-11-15T02:45:22.000Z,1460076429815676928
Congratulations @avalancheavax !! #avalanche #AVAX @AVAXBot9000 you can cut it out with the thicc stuff now please 🤣🤣 @el33th4xor https://t.co/o9KR1bvNTF,0,0,8,0,,1460076022125277186,1397269197965729794,2021-11-15T02:43:45.000Z,1460076022125277186
"@mcuban @garyvee 

guys… do not miss out on @0xSmartCoin. it’s going to be a huge leader in the @avalancheavax ecosystem. 

in the near future AVAX will be the staple, as fees are less than pennies, with some amazing projects like @Wonderland_fi and @traderjoe_xyz 

$smrtr 🤫",1,0,4,0,16228398,1460075575511445504,1363643215912398851,2021-11-15T02:41:58.000Z,1460075575511445504
@avalancheavax  There you go. https://t.co/a9Aeh2zoG7,0,0,1,0,1055894724245155841,1460075197092958208,1356963754684997633,2021-11-15T02:40:28.000Z,1460075197092958208
"2/ You can currently mint T3 Cryptonauts using @avalancheavax for 6 $WAVAX (wrapped $AVAX) each.

They are preloaded with 2500 $XIO

Go here to mint: https://t.co/x6Ye4TE4lf

We are working on visual walk-through tutorials to make this easier.",0,1,5,0,1149730478586511361,1460074991060455424,1149730478586511361,2021-11-15T02:39:39.000Z,1460074993170239491
"What an amazing #crypto Avalanche @avalancheavax #avalanche. The rush is here! 
---
Its a great day to be a #Avax hodler.
---
𝓦 https://t.co/IjGVWL3Vkx",18,8,40,0,,1460074779919237122,1386646731450949633,2021-11-15T02:38:49.000Z,1460074779919237122
"$100 $AVAX in sights. 

@avalancheavax https://t.co/nO1rEkNm48",0,1,3,0,,1460074762076450818,1457803768687255562,2021-11-15T02:38:44.000Z,1460074762076450818
@DonAltcoins @avalancheavax More hopium pls,0,0,0,0,1343219960202600448,1460073426685763588,1372274792213143560,2021-11-15T02:36:09.000Z,1460074109929406469
$100 red koins for everyone! @avalancheavax congrats @el33th4xor and everyone at @avalabsofficial,0,0,11,0,,1460074071874359300,788097306247561216,2021-11-15T02:36:00.000Z,1460074071874359300
Congratulations @avalancheavax for $AVAX reaching 💯 usd https://t.co/AHVTtklsfG,0,0,0,0,,1460073853720440841,47388728,2021-11-15T02:35:08.000Z,1460073853720440841
@NexoFinance @avalancheavax @NexoFinance Going to support #Sologenic  Airdrop for XRP Holder? @AntoniNexo  #XRP,0,0,2,0,919174740270637056,1459921568016961537,1437240675972550661,2021-11-15T02:34:40.000Z,1460073737307447296
Pump it red coin @avalancheavax https://t.co/vzFqrwKWhl https://t.co/vB2vZarTGX,0,1,12,0,,1460073426685763588,1343219960202600448,2021-11-15T02:33:26.000Z,1460073426685763588
"@VLKist @avaxholic @avalancheavax @OlympusDAO @LydiaFinance @pendle_fi @VeeFinance @yayprotocol @BenqiFinance @GetKalao @OrcaDAO @traderjoe_xyz @satsdart ok, off by about 30secs. End of my crypto journey. NGMI",0,0,0,0,330658213,1460069488062128136,330658213,2021-11-15T02:32:57.000Z,1460073304136445963
"$100 $AVAX
Congrats to all you #avalanche holders. 
@avalancheavax
 are working on great things within their ecosystem. I believe we will see great results from the team over the bull run and into the future 🥳.
I have had a bag since below $20 and don't plan on selling.
#AVAX",0,0,2,0,,1460072893555953668,1404006790790991873,2021-11-15T02:31:19.000Z,1460072893555953668
We are finnaly gonna break that 100 on @avalancheavax !! Lets fucking go!!!!!!!,0,0,0,0,,1460072746197655552,1000013464474091522,2021-11-15T02:30:44.000Z,1460072746197655552
@VLKist @avaxholic @avalancheavax @OlympusDAO @LydiaFinance @pendle_fi @VeeFinance @yayprotocol @BenqiFinance @GetKalao @OrcaDAO @traderjoe_xyz @satsdart 5 mins,0,1,4,0,3044940541,1460069488062128136,330658213,2021-11-15T02:29:25.000Z,1460072416382631942
@avaxholic @avalancheavax @OlympusDAO @LydiaFinance @pendle_fi @VeeFinance @yayprotocol @BenqiFinance @GetKalao @OrcaDAO @traderjoe_xyz @satsdart when 3 digit sir?,0,1,2,0,1392040970431074309,1460069488062128136,3044940541,2021-11-15T02:20:24.000Z,1460070146316414978
@avaxholic @avalancheavax @OlympusDAO @LydiaFinance @pendle_fi @VeeFinance @yayprotocol @BenqiFinance @GetKalao @OrcaDAO @traderjoe_xyz Love your page!!!,0,0,2,0,1392040970431074309,1460069488062128136,1427440111508103179,2021-11-15T02:19:49.000Z,1460069999247192071
"Highlight of @avalancheavax ecosystem this week! 

#AVAX #avalanche #AvalancheRush #Avaxholicnews https://t.co/W9HMHR4Skf",20,2,86,1,,1460069488062128136,1392040970431074309,2021-11-15T02:17:47.000Z,1460069488062128136
If my tweets seem cocky lately I blame my @chikn_nft profile pic 😎 cheers🥂 to another awesome @avalancheavax project!,0,0,4,0,,1460069255928434691,1453695021232713735,2021-11-15T02:16:52.000Z,1460069255928434691
"$QI - the token of @BenqiFinance - an Algorithmic Liquidity Market Protocol on @Avalancheavax is now available for trading on Coin98 Exchange

🚀Trading now: 
https://t.co/7eHPz0inOw (@pangolindex)
https://t.co/eH6cBgmEvK (@traderjoe_xyz) https://t.co/gacEcp9E2E",84,20,399,6,,1460068900285005824,1407921528260337677,2021-11-15T02:15:27.000Z,1460068900285005824
"Okay, I’ve hired two graphic designers. I want the best damn logo and mascot @avalancheavax has ever seen! 

I don’t attach my anon profile to anything other than top projects. Send me your best.

All AVAX coins with @chainlink feed benefit! #avalanche #avax",0,3,7,0,,1460068857385820169,1438511354793500684,2021-11-15T02:15:17.000Z,1460068857385820169
"New post in [waterfallbot] Central waterfall: New bot added on https://t.co/O1k5gxiSaP

$QI  token from @BenqiFinance

 Channel : https://t.co/scb4yQtlvP

Blockchain:  @AvalancheAvax
AMM:  @Pangolindex @ traderjoe_xyz

  #waterfallbot #waterfallbotservic… https://t.co/RsBT3UKuVi",1,0,2,0,,1460068767006875651,856917218495348736,2021-11-15T02:14:55.000Z,1460068767006875651
"🔊@binance Will list @BenqiFinance

✔️Open trading for QI/BTC, QI/BNB, QI/BUSD, and QI/USDT trading pairs
✔️Now available for depositing $QI in preparation for trading
✔️Withdrawals: 16/11/2021 08:00 UTC

Full Details: https://t.co/sQzwHRI6Gv
@avalancheavax #Avalanche $AVAX https://t.co/TQvLi43cnF",26,11,138,2,,1460067894763552773,1390321458140778499,2021-11-15T02:11:27.000Z,1460067894763552773
"Ppl sleep on @BenqiFinance and it shows 

Learn how to use the best NATIVE @avalancheavax lending and borrowing protocol in this interview with @luigidemeo 🔺💪

https://t.co/9HovXU0qel",0,0,3,0,,1460066555614699522,1172866088222244866,2021-11-15T02:06:08.000Z,1460066555614699522
@DanielxKilleen @pangolindex @avalancheavax Literally,0,0,0,0,1353045435234078721,1460040777770360832,862553570,2021-11-15T02:05:50.000Z,1460066480033185792
@CryptoGirlNFT_ @rarible Curious what @avalancheavax and the #AVAX  community think of this Avalanche Girl.,0,0,0,0,1450962881999097859,1459758210441637890,1387753654904659974,2021-11-15T01:58:28.000Z,1460064625970630664
"@LunarCRUSH @BscPitbull @keep_project @NuCypher @TheLTONetwork @THORChain @avalancheavax @HathorNetwork @StarLinkETH @GlitchProtocol @MOBOX_Official @BscPitbull @PitbullChart
#pitbulltoken @BKEXGlobal
#pitbulltoken #PitbullToken100x
#Pitbullswap #pitbullcommunity #PIT #Pitbull 🚀🚀🚀🚀🚀🚀
Join the revolution 🙌 💎 🙌 
https://t.co/tRFtvcfXOT",0,0,0,0,988992203568562176,1459803810549874688,1396421657103831043,2021-11-15T01:47:43.000Z,1460061920803831809
@ape_board @ethereum @BinanceChain @solana @0xPolygon @avalancheavax @arbitrum @terra_money @FantomFDN @RoninChain When can I see $NEAR 🥺,0,0,0,0,1361203597015347202,1447532445692170241,737104713846554624,2021-11-15T01:46:10.000Z,1460061533791158273
@DanielxKilleen @avalancheavax Nailed it.,0,0,1,0,1353045435234078721,1460040777770360832,1218122636607311874,2021-11-15T01:45:40.000Z,1460061408138248196
@cisco_fish @0xSmartCoin @traderjoe_xyz @avalancheavax thats from October 20th.,0,1,0,0,1392462375500935170,1450922066572570624,2341014780,2021-11-15T01:44:32.000Z,1460061119788290051
"@CryptoIA_2020 @coingecko @RenderToken @UMAprotocol @kadena_io @SynapseProtocol @ConvexFinance @loopringorg @kucoincom @avalancheavax 🚀 11 days 'till launch!!! 🚀

Grab a bag, or you'll regret it forever! - https://t.co/SPe3XWJsLj 

#RoadToAkil #AkilCoin $AKL https://t.co/lG5KqqlX9O",0,0,0,0,1249580561833676802,1457757238106501125,1369848295,2021-11-15T01:33:56.000Z,1460058454131978245
@SellLowSky @avalancheavax No shame-all love. Come check out https://t.co/TytXVHGNmX if you want to learn more.❤️🔺,0,0,2,0,1459603911828987909,1460040777770360832,1353045435234078721,2021-11-15T01:27:04.000Z,1460056726347173894
@DanielxKilleen @avalancheavax Watched my friend turn thousands on Avax well I continued to ignore him and spend more on ETH Fees than I've almost made. Disgusts me with how long it took me to realize,0,1,8,0,1353045435234078721,1460040777770360832,1459603911828987909,2021-11-15T01:25:16.000Z,1460056273865646083
"@ShirleyPattara1 @NATYYRIKI @Tether_to @avalancheavax Can you share it with me? I hold some USDT, but I don’t know how to make him profit for me",0,1,0,0,1460042753161654273,1458496699949854728,174151999,2021-11-15T01:23:46.000Z,1460055896382324737
"@NATYYRIKI @Tether_to @avalancheavax Yes, it is indeed stable.",0,1,0,0,161000423,1458496699949854728,1460042753161654273,2021-11-15T01:20:13.000Z,1460055003318554625
"@Catherine198806 @NATYYRIKI @Tether_to @avalancheavax Yes, I know.",0,1,0,0,174151999,1458496699949854728,1460042753161654273,2021-11-15T01:19:52.000Z,1460054915271716866
really loving @paraswap for @avalancheavax swaps,0,0,4,0,,1460054558097301510,1392719880512700418,2021-11-15T01:18:27.000Z,1460054558097301510
"@gate_io @avalancheavax @fraxfinance ‼️GEM SPOTTED💎‼️

#RXCGames LICENSED Blockchain Gaming Service🔥
✅Platform 90% COMPLETE
✅CEO Doxxed &amp; KYC w/ PinkSale
✅SAFU Contract &amp; Audit by Trynos
🗓Presale: 26th Nov🕢19:00UTC

🌐https://t.co/tgOIUS2MEM
🔔https://t.co/sruDmyn7RF

#BNB #ADA #BTC #ETH #BSCGem #BSC #100xgem",0,0,0,0,912539725071777792,1458079496322564104,3392380311,2021-11-15T01:14:38.000Z,1460053597018857476
@MalikJan_T @collector_esy @CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken Don't worry @collector_esy - this @MalikJan_T obviously doesn't know what he's talking about. Wait til the CEO hears about this fudder.,0,0,1,0,1331263006555181059,1459939587564834818,1426214470326669315,2021-11-15T01:09:30.000Z,1460052305290612746
"@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken 🐳 LITTLEBABYWHALE💎

🔥 100x Potential BSC Project
👋🏻 422 Holders $650k
🍰 Cake Rewards 
🐬 Charity Work 
💵 Rewards Dashboard
🎯 NFT Marketplace - December
🔥 Locked Liquidity 
⏰ 4 Weeks Old
✅ Great Team and Community

TG- https://t.co/qma5pQekdM
Web: https://t.co/4dxqJEF32D",0,0,0,0,4649374704,1459939587564834818,1431280097697304576,2021-11-15T01:08:18.000Z,1460052000624709633
"This news makes me very happy. The Native #USDT of #Avalanche is now integrated into @bitfinex. 

Many times I saw losing part of my profits but I can now withdraw my #USDtether without sacrifice. Yay! At low cost! 🤞

#AVAX #DeFi 🔺🔥🚀🚀
@avalancheavax

https://t.co/wgsdXK6iE9",7,0,12,0,,1460049449258999810,1413908765448065026,2021-11-15T00:58:09.000Z,1460049449258999810
@0xCryptopunk @playboicarti @AvaxVampiresNFT @avalancheavax @AVAXBot9000 @CryptoArsh @yackzilon @DastardlyDaniel @Don_wonton Marilyn Manson looks weird here...,0,2,3,0,1336887231089430529,1459528726253871106,1356424409242828801,2021-11-15T00:46:55.000Z,1460046622780534785
"Paying waaaaay more for gas on Ethereum than to fill up my actual vehicle.

Why when we have 👇👇

@Algorand @solana @Cardano @avalancheavax",0,0,0,0,,1460046597383806978,1424081331672154115,2021-11-15T00:46:49.000Z,1460046597383806978
@healthy_pockets @binance @bit2me @BlockFi @swapz_app @kava_platform @IOEN_tech @OVRtheReality @SensoriumGalaxy @VelasBlockchain @avalancheavax @CryowarDevs @opulousapp $WOOF,0,0,2,0,1169015262504529921,1459946634754904067,1431252436791042055,2021-11-15T00:41:15.000Z,1460045194754236416
"Keep sending $ROCO legends, IGO news coming tomorrow, can't wait LFG @RocoFinance @avalancheavax #avax #avalanche #avalancherush #rocofinance https://t.co/ZBtDiCaftD https://t.co/qG8WWwAgVv",4,0,7,0,,1460042791275352067,2213300090,2021-11-15T00:31:42.000Z,1460042791275352067
"End of 2021: “You can pretty much do everything on #Eth with #Avax, but it’s cheaper, faster, eco-friendly etc.”

Start of 2021: “Best EVM chain”

Middle of 2022: “You can’t do this on Eth. Wow this is special.”

End of 2022: “Why do we need Eth2 we have @avalancheavax?”",52,14,330,3,,1460040777770360832,1353045435234078721,2021-11-15T00:23:42.000Z,1460040777770360832
"@Browncappp @AvaxApesTracker @AvaxApesNFT @avalancheavax @AvaxRarity Nakeyyyy, nah wasnt me!",0,0,1,0,1328152755274387456,1459942777995907077,3855809293,2021-11-15T00:22:36.000Z,1460040501793419264
Weather forecast not updated but there are reports of a strong BLIZZARD all over the world. Chances of a strong @avalancheavax are high,0,0,0,0,,1460038169253007365,192621754,2021-11-15T00:13:20.000Z,1460038169253007365
"@ThomasBurkhartB @biz84 Take a look at @avalancheavax @FantomFDN @cosmos @terra_money @Polkadot @kusamanetwork @NEARProtocol 
These are all smart contract platforms with billions at stake and they are all proof of stake
Ethereum will be soon as well
So no environmental concerns",0,0,0,0,703122697232863233,1459609509962436614,4572980412,2021-11-15T00:09:29.000Z,1460037202260463619
"@LilyacDonald2 @AVAXDaily @apa_nft @traderjoe_xyz @avalancheavax Out of respect for the Avalanche consensus algorithm
by Emin Gun Sirer. Will AVAX break $100?

https://t.co/X7TiZ2ZFqY https://t.co/XH47eOS7fA",0,0,0,0,1455742413587169280,1459428442697392131,1345563465767763969,2021-11-15T00:08:41.000Z,1460037000577257472
"@emirza_w @LunarCRUSH @keep_project @NuCypher @TheLTONetwork @THORChain @avalancheavax @HathorNetwork @StarLinkETH @GlitchProtocol @MOBOX_Official @BscPitbull @binamonok @UnrealEngine None other than @CoinKoda $KODA , extraordinary guide, projects moving admirably , V2 KODA this month, sister token @KAPEX_Token whitelist open now , incredible straightforward group, actual office, completely doxxed and champ of most secure crypto.

https://t.co/Z5sTm0FIT7",0,0,0,0,1379703778648023040,1459803810549874688,1457295228076195840,2021-11-15T00:07:55.000Z,1460036805345280000
@sporeproject @CoinMarketCap @coingecko @avalancheavax @BinanceChain We need a big burn to help this token reach heights,0,0,2,0,1372461571310559232,1459586546206752768,1387057524210348038,2021-11-15T00:06:32.000Z,1460036457247252489
"@LunarCRUSH @keep_project @NuCypher @TheLTONetwork @THORChain @avalancheavax @HathorNetwork @StarLinkETH @GlitchProtocol @MOBOX_Official @BscPitbull $BMON 
@binamonok
 🔥🔥🔥

BEST #P2E #Metaverse #NFT 
@UnrealEngine

STAY TUNED 🔥🔥🔥
Get Ready For Runner 2.0 and AAA Game Moba🚀

WE ARE READY FOR BINAMON METAVERSE🔥🔥🔥 🚀",0,1,1,0,988992203568562176,1459803810549874688,1379703778648023040,2021-11-15T00:06:24.000Z,1460036426842587137
@sporeproject @CoinMarketCap @coingecko @avalancheavax @BinanceChain Do a burn,0,0,3,0,1372461571310559232,1459586546206752768,1387057524210348038,2021-11-15T00:06:10.000Z,1460036364116836354
@sporeproject @CoinMarketCap @coingecko @avalancheavax @BinanceChain Do a burn u guys have to many tokens and that’s not good for the price,0,0,3,0,1372461571310559232,1459586546206752768,1387057524210348038,2021-11-15T00:06:03.000Z,1460036337067864066
@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken #Dehub to the moon🚀🚀🚀🚀🚀🚀,0,0,0,0,4649374704,1459939587564834818,1400422508503781380,2021-11-15T00:05:35.000Z,1460036220071731203
"@nanichainlink @avalancheavax @0xSmartCoin It sounds like they’ll be creating forks or clones or other projects across a number of different networks - it’s looking like their first one will be on the $BSC network based off their recent tweet. From here they can give $SMRTR more utility, bringing people to $AVAX.",0,0,2,0,1309935968665956352,1460025154482753537,1378215599713656833,2021-11-15T00:02:49.000Z,1460035521996984322
"@cryptololaa @avalancheavax @0xSmartCoin what do they mean with ""forking anther projects"" ?",0,1,0,0,1309935968665956352,1460025154482753537,1309935968665956352,2021-11-14T23:59:39.000Z,1460034727314919430
"@cryptololaa @avalancheavax @0xSmartCoin I dont really get it, will they deploy different tokens?",0,1,0,0,1378215599713656833,1460025154482753537,1309935968665956352,2021-11-14T23:59:18.000Z,1460034638861242373
"@merkleNetwork @AvaXlauncher @TrustSwap @TrustPad @polygon_eth @BinanceChain @avalancheavax @solana @MoonriverNW @ethereum @Polkadot I suggest TUBA (Arabic:blessedness') is a tree which grows in Paradise, Garden. Both are trees 😉       #MERKLE #INTEROPERABLE",0,0,0,0,1285548238318325760,1458450570239373314,1307006917181669378,2021-11-14T23:58:23.000Z,1460034407440523266
@kale_abe Would love to hear your top 5 @avalancheavax gaming coins. 🙏,0,0,0,0,1282858909833801728,1460033719666892807,1612972807,2021-11-14T23:55:39.000Z,1460033719666892807
"@CryptoZeusYT @GrowthDefi @avalancheavax #NobilityToken AMA
🟣Bitrue listing
🟣Acquiring NFT company
🟣Flying 25 Discord members to LasVegas round table meeting
🟣T-Pain playing in Overcooked gaming tournmt
🟣Monday Merch drop
🟣Beta App
🟣Fiat

These guys are doing real world use cases Now! Buy NBL.",0,0,0,0,1387715316621348867,1459501033298661384,28324265,2021-11-14T23:46:42.000Z,1460031467883573248
"@reptar258 @morales_eth @solana @avalancheavax @0xPolygon you mean to tell me that something like this doesn't already exist? hmm, seems like a glaring omission imo🧐",0,0,1,0,1328668050657320961,1459213038666592258,2751986413,2021-11-14T23:45:55.000Z,1460031269262135296
@Crypto_Dep @LithiumFinance @CryptoRank_io @enjin @cerenetwork @Immutable @avalancheavax @Casper_Network @RadioCacaNFT @Green_Beli @bloktopia @Shibtoken $lith,0,0,0,0,1439608646,1459878256694411274,1335655315669479424,2021-11-14T23:45:35.000Z,1460031187297218565
@merkleNetwork @TrustSwap @AvaXlauncher @FaridRached @polygon_eth @0xPolygonToday @avalancheavax @BinanceChain @BinanceResearch @ethereum @JeffKirdeikis I believed they rug pulled!!!My tokens are not showing up in my wallet of any value. Their telegram doesn't exist anymore.,0,1,0,0,1285548238318325760,1457764353973706755,1098700032205705216,2021-11-14T23:42:26.000Z,1460030393227231235
@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken #DeHub nice,0,0,0,0,4649374704,1459939587564834818,1407243554787790862,2021-11-14T23:41:11.000Z,1460030080193744901
"@blondiexbt @apa_nft @traderjoe_xyz @rogerclu @avalancheavax @el33th4xor buy 1 ENS?

https://t.co/hJRpMef9rq",0,0,0,0,1216053433406578690,1459478868008615936,311150602,2021-11-14T23:40:57.000Z,1460030020185825280
"@harmonyprotocol @DefiKingdoms @solana @DappRadar @SushiSwap @terra_money @avalancheavax Toucan Protocol (TCO2) just launched 1 Hour ago on DefiKingdoms!

Contract: 0x4D555a04fA5DEf837EC219E6FB91f76C04743e68

DefiKingdoms:https://t.co/FPdKEE9Uko

Website: https://t.co/0uDE5NNsVU

Twitter: https://t.co/TMBv3EVbB1",0,0,0,0,1006055524666826754,1457648051233820672,1350151580255981569,2021-11-14T23:33:02.000Z,1460028026847121411
"@harvest_finance @lijiang2087 @avalancheavax @FantomFDN @harmonyprotocol @NEARProtocol Toucan Protocol (TCO2) just launched 1 Hour ago on DefiKingdoms!

Contract: 0x4D555a04fA5DEf837EC219E6FB91f76C04743e68

DefiKingdoms:https://t.co/FPdKEDSiVO

Website: https://t.co/0uDE5O53Ns

Twitter: https://t.co/TMBv3EDAcr",0,0,0,0,1295959614375297026,1458444390402191362,1350151580255981569,2021-11-14T23:31:35.000Z,1460027663590985728
@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken $DEHUB NICE PROJECT,0,0,0,0,4649374704,1459939587564834818,1412652801998524418,2021-11-14T23:27:02.000Z,1460026519317671940
@AVAGMTOYOU @AvaxApesNFT @avalancheavax what if you turn it into little pieces and drop it to holders?,0,0,2,0,1459886848667308032,1459978958133346305,1309935968665956352,2021-11-14T23:24:31.000Z,1460025885386547206
"$SMRTR announced they'll be forking projects with a goal of bringing users to @avalancheavax...

The support they'll get from one of the fasting growing ecosystems in #crypto will be monumental. Partnerships galore.

If you're sleeping on @0xSmartCoin, it's not too late

DYOR.",19,1,45,1,,1460025154482753537,1378215599713656833,2021-11-14T23:21:37.000Z,1460025154482753537
@Avalanche_Space @OliveCashBsc join now to the garden pool event of @OliveCashBsc on @avalancheavax. Let us all earn more and stake more on this. see you,0,0,0,0,1409531617773723650,1459909014104330244,1390463053095833603,2021-11-14T23:21:35.000Z,1460025145641209860
"@NexoFinance @avalancheavax Check the reviews, especially the neg ones. BCU is awful. Avoid at all costs. Check the negative reviews online about Birmingham city university and check this out; what are your thoughts about this #bcu #birmingham https://t.co/gynfyECIXY",0,0,0,0,919174740270637056,1459921568016961537,3398641829,2021-11-14T23:14:26.000Z,1460023348793122818
@Leonardo_ENLTND @avalancheavax what if @DefiKingdoms winter for Avax?,0,1,1,0,1454507235233591297,1460016830538555398,1016747413451739137,2021-11-14T23:11:16.000Z,1460022551535628290
Wasssssuuuuuuuuuuup! Ya'll know what time it is. @apa_nft @avalancheavax 🔺 https://t.co/6EjWQnjDpI,0,1,3,0,,1460021549768093700,52148173,2021-11-14T23:07:18.000Z,1460021549768093700
@avalancheavax is flipping terra this week.,0,0,0,0,1055894724245155841,1460021381756764164,1238506607685877763,2021-11-14T23:06:37.000Z,1460021381756764164
"@MalikJan_T @CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken No ser, i know the ceo, his a honest man.",0,1,2,0,1331263006555181059,1459939587564834818,1388196233836105730,2021-11-14T23:03:07.000Z,1460020498486673410
@collector_esy @CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken Haha must be a scam ser,0,1,2,0,1388196233836105730,1459939587564834818,1331263006555181059,2021-11-14T23:01:18.000Z,1460020040829386753
"@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken #DeHub is on a roll!!! Reached $100M MC today, 10,000 token holders and an Army of Believers and an A-team to make progress. $500 MC in next 90 days. Don't miss out this 3-D Mataverse and the rewards of being a hodler. @dehub_official @AltCryptoGems @By_Claus @elonmusk",0,0,4,0,4649374704,1459939587564834818,386424790,2021-11-14T22:59:34.000Z,1460019605330612227
@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken Why @dehub_official not number one wen marketing @MalikJan_T ser,0,1,6,0,4649374704,1459939587564834818,1388196233836105730,2021-11-14T22:57:14.000Z,1460019017238917128
@levie @avalancheavax has already fixed this.,0,0,0,0,914061,1459948844095995905,1443386850706542592,2021-11-14T22:53:47.000Z,1460018151786049540
@Avalanche_Space @hummingbot_io @avalancheavax @binance You still have time to check out this campaign if you haven't already. @hummingbot_io is providing you with a mining extension for $AVAX.,0,0,0,0,1409531617773723650,1459842343616483333,1424872288747364364,2021-11-14T22:52:08.000Z,1460017733400076292
@Avalanche_Space @hummingbot_io @avalancheavax @binance Just wow! We are so excited to see this success of yours @hummingbot_io! We will soon see the best @avalancheavax expansion now to @binance. What a good news;,0,0,0,0,1409531617773723650,1459842343616483333,1160322119483318272,2021-11-14T22:51:03.000Z,1460017463744090116
"A group of ENLTND thinkers should band together and think of something... possibly centered around a brand that can easily integrate with the existing branding of @avalancheavax's ecosystem. 

Maybe it's already happening?

Hmm...

#GetENLTND #Innovation #DeFi #NFTs #Gamification",1,3,11,0,1454507235233591297,1460016830538555398,1454507235233591297,2021-11-14T22:48:33.000Z,1460016834351149058
"There is a pressing need for a well-governed treasury that leverages the power of gamification, NFTs and wealth building all under one roof. We already have @DefiKingdoms on @harmonyprotocol, but I think there is a real opportunity for something on @avalancheavax.",1,2,9,0,1454507235233591297,1460016830538555398,1454507235233591297,2021-11-14T22:48:33.000Z,1460016832509792261
"@juxtathepozer @morales_eth @solana @avalancheavax @0xPolygon I think that’s a big part of it, but not sure why.  We need a perp futures protocol to deploy on polygon imho.  Something like dYdX or GMX would add a ton of volume and users.",0,1,1,0,2751986413,1459213038666592258,1328668050657320961,2021-11-14T22:47:42.000Z,1460016617803460611
"@CryptoCrunchApp @Wonderland_fi @TheLTONetwork @RmrkApp @dehub_official @RadioCacaNFT @Shibtoken @PlayCrabada @RenderToken @avalancheavax @SurfMoonToken Check out #dehub 
🌍 bridging w 3D metaverse by Huawei devs
🛒NFT marketplace imminent
🎥PPV live events – be viewer AND referee
🌍 all in one streaming aggregator
🖼Lean chad MMA NFT drop
📽Originals games &amp; movie creation

#metaverse #PlayToEarn #NFT #BSCgem #GameFi #BNB",0,0,1,0,4649374704,1459939587564834818,1310546575010086914,2021-11-14T22:47:29.000Z,1460016565743587329
@Avalanche_Space @hummingbot_io @avalancheavax @binance This is it guys!!! Another chance  provided to us by @hummingbot_io another opportunity to those who didn't avail for their mining campaign last time they extend it for the community so what are you waiting for grab it now and have a chance to avail the rewards program,0,0,0,0,1409531617773723650,1459842343616483333,1423279777029378049,2021-11-14T22:44:31.000Z,1460015816473481216
@morales_eth @solana @avalancheavax @0xPolygon Does the big money not like Polygon?,0,1,3,0,1382650985592553472,1459213038666592258,2751986413,2021-11-14T22:40:08.000Z,1460014714830745604
"@ToppsNFTs @NFTupdate @Topps @avalancheavax 💢HIDDEN GEM POTENTIAL
#NFTBLACKMARKET Empowers creators by Blockchain Technology. Helps you to represent anything unique as a digital asset.More power to content creators than ever b4.Get in now b4🚀#WHITEPAPER
✅  AUDIT REPORT by #TechRate and Rug Screen
https://t.co/W8hcFetPEN",0,0,0,0,1383158106289541120,1457831414305542150,1287022013895397376,2021-11-14T22:31:26.000Z,1460012526213779465
