text,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,in_reply_to_user_id,conversation_id,author_id,created_at,id
@TerraLUNADaily @terra_money @altcoinmonk bookmarked,0,0,0,0,1406995344483704832,1481551828282408965,306561538,2022-01-15T02:20:21.000Z,1482175796131340291
"@OutletFinance @Mastercard @terra_money Alright, let’s check this out… https://t.co/cmiILsGUPs",1,1,6,0,1126213538475847680,1482113212766117893,237048955,2022-01-15T02:19:49.000Z,1482175661465022464
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney This is so amazing! Another bridge to cross the different chains was about to explore. This is going to be so so huge!,0,0,0,0,1416228801202200576,1482023145330864131,1243666342621761536,2022-01-15T02:18:38.000Z,1482175362591182848
"@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money Personally bullish on @HellCatsNFT, community is strong and active, art is great, and the partnertship with Luart will help drive new NFT projects.

Honorable mention to @terrawhales and @collectxyznft",0,0,2,0,1047320182597644289,1482149534507487233,90264239,2022-01-15T02:16:45.000Z,1482174887590776832
@WOOnetwork @terra_money Fuxk yea my 2 favorite bags,0,1,1,0,1007035113065144320,1481948815368364033,951832110532382720,2022-01-15T02:14:56.000Z,1482174432823107587
"Influencer Spotlight: @terra_money

Influencer Rank: 407
Engagement Rank: 609
Follower Rank: 727
Volume Rank: 7518

https://t.co/gkXupgCUsw #LunarCrush",0,0,0,0,,1482173442019717120,1457553471725473792,2022-01-15T02:11:00.000Z,1482173442019717120
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney This is going to be the best collaboration ever! Can you tell us What unique features are you working on? and  Who Will Benefit From Your Project?🤩,0,0,0,0,1416228801202200576,1482023145330864131,1462283468524515329,2022-01-15T02:10:56.000Z,1482173426123276291
@ayaneo_thor @stablekwon @terra_money @THORChain Is APY paid in $RUNE or $BTC?,0,1,0,0,947427910998220800,1482102803581616134,1397545335270961156,2022-01-15T02:10:50.000Z,1482173400525475841
"Upcoming in app features:
 - @dogecoin  &amp; @terra_money  Integration
 -In app Missions and reward Users in $TGT
 -Referral rewards
 -Synthetic assets multi chain savings account lending &amp; borrowing (Thorchain synths)
 -Wallet connect &amp; Multiwallet features",0,1,8,0,1467890110687494161,1482172478382395392,1467890110687494161,2022-01-15T02:07:23.000Z,1482172529699696642
"23. @terra_money $LUNA
$29.2 Bn
+19%

What: Decentralized stable coin $UST platform

Why: @OutletFinance Issued  physical debit cards to  spend $UST in US. 

@Tether_to blocked 3 addresses holding ~$160Mn $USDT 

Watch out for @feiprotocol $FEI and $TRIBE, likely $LUNA for $ETH",1,1,5,0,122356440,1482172368147546112,122356440,2022-01-15T02:06:54.000Z,1482172409314639874
@ayaneo_thor @stablekwon @terra_money @THORChain Where does that btc apy come from….😱,0,1,1,0,947427910998220800,1482102803581616134,401809224,2022-01-15T01:58:42.000Z,1482170345230454784
@getSeashell @sandeepnailwal @0xPolygon @terra_money @solana Thanks,0,1,0,0,1388980752310624259,1482069573742436352,1447494360182919171,2022-01-15T01:51:38.000Z,1482168567550603265
@Coin98Analytics @pylon_protocol @terra_money @anchor_protocol @mirror_protocol @coin98_wallet @stablekwon @StarTerra_io @mars_protocol @WeFund_Official @angelprotocol @MathWallet Stacked,0,0,0,0,1282956858664185856,1481596577685057539,224040931,2022-01-15T01:50:18.000Z,1482168232299610113
@seb3point0 @stablekwon @terra_money Ask him about regulation!,0,0,0,0,15306082,1481696773697589248,96543733,2022-01-15T01:49:18.000Z,1482167978418446340
"@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney Through this bridging this will be resulting for a good outcome,surely $UST token will really expands,especially that it can now bridge to Celo.
Can't wait to see the Great outcome for this bridging .It's really Superb .",0,0,0,0,1416228801202200576,1482023145330864131,1482082926485716993,2022-01-15T01:47:30.000Z,1482167525505105927
"@BetocitoC @cryptocom @terra_money Hello. If we start supporting UST deposits in the future, we will communicate it with our customers through our social media channels, so please stay tuned to them. We're at your disposal via DM if anything comes up!",0,0,0,0,1370183622720897024,1481959352697163776,1265357157777752068,2022-01-15T01:47:27.000Z,1482167514033442821
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money Bullish on @GoochiNFT 👀,0,1,2,0,1047320182597644289,1482149534507487233,1439749214146162690,2022-01-15T01:43:41.000Z,1482166565340520449
@ayaneo_thor @stablekwon @terra_money @THORChain That would be awesome.,0,0,0,0,947427910998220800,1482102803581616134,2600215904,2022-01-15T01:43:35.000Z,1482166543123369984
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @BestGirlsNFT waifus only up,0,0,3,0,1047320182597644289,1482149534507487233,1450295567897153536,2022-01-15T01:40:46.000Z,1482165834235904000
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money @ExoTerraNFTs because we have a triple AAA artist,0,1,2,0,1047320182597644289,1482149534507487233,127603707,2022-01-15T01:35:08.000Z,1482164415550132225
@cryptocom Wen $UST deposits? @terra_money,0,1,2,0,864347902029709314,1481959352697163776,1370183622720897024,2022-01-15T01:34:07.000Z,1482164160649650178
"@prvchaq @Adamo26002032 @stablekwon @coinbase @terra_money @cryptocom Don't worry, @kado_money is very near to go live ust on-off ramp.",0,0,1,0,1472489834681757697,1481788992538349568,1446536971027943428,2022-01-15T01:33:55.000Z,1482164108384481285
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney We are glad yo know the success of this introducing their bridging for their ecosystem to other chains!,0,0,0,0,1416228801202200576,1482023145330864131,1424301179916361731,2022-01-15T01:32:30.000Z,1482163751818121216
"@minparkfinance @natluu @terra_money Partner compensation at top tier VC firms just not compelling enough to retain high quality talent. 

Agree, @natluu at @terra_money and @amytongwu at @FTX_Official just make a lot of sense. Who next? https://t.co/oLsghy2T8n",0,0,0,0,1249045446158209024,1482014917083295746,1317112436856532992,2022-01-15T01:29:03.000Z,1482162885161730050
@TheRyanLion @Atlo_Protocol @terra_money Early bird 👊👊🚀🚀🚀,0,0,0,0,1326366156173824000,1482073017706500100,1461490478742851588,2022-01-15T01:28:33.000Z,1482162760423469058
"@DramaLLuna @terra_money Lol, not quite, until Prism and Vertex launch...today is another day where net supply increases..would be terrified if it continues in this fashion :D",0,1,1,0,1444003402246197252,1481904394212110338,3433817566,2022-01-15T01:26:58.000Z,1482162358311133188
@Solana_Space @Allbridge_io @terra_money @CeloOrg @MobiusMoney It's great to see this update of your bridge for $UST &amp; $CELO! I think it will be more strengthen now that its being supported by #mobius. You deserve to be be acknowledge for your help on this bridge #Allbridge!,0,0,0,0,1416228801202200576,1482023145330864131,1160322119483318272,2022-01-15T01:26:13.000Z,1482162172469727232
"@iii_OIO_iii @terra_money 1) ✅
2) @prism_protocol @mars_protocol
3) @jitzlim @pronewchaos
4) ✅ Done and done ser 🚀",0,1,1,0,1276528724318588929,1481778879882842112,1432650116519710724,2022-01-15T01:22:50.000Z,1482161319188983810
@SolanaNews @terra_money @InvictusDAO How does this help stakers again?,0,0,0,0,1373389818193981447,1481721470300704768,114151011,2022-01-15T01:20:53.000Z,1482160828615127040
@DefiDividends @carrot_meta @fraxfinance @CongruentFi @Keeper_DAO @BadgerDAO @MochiDeFi @Wonderland_fi @terra_money @redactedcartel @CurveFinance @ConvexFinance Got it. Thanks.,0,0,1,0,1395995031668809731,1482026193495162883,2411043809,2022-01-15T01:20:08.000Z,1482160642077380611
@Nyan_F_T @terra_money @tns_money Yeah missed it. But others to come,0,1,1,0,1439084844105961476,1481980300620140548,3347764750,2022-01-15T01:19:37.000Z,1482160508715294724
@WatcherGuru @terra_money   @anchor_protocol  enough said,0,0,0,0,1387497871751196672,1482011246832541705,203168438,2022-01-15T01:19:24.000Z,1482160456655462403
"@SteveVit @carrot_meta @fraxfinance @CongruentFi @Keeper_DAO @BadgerDAO @MochiDeFi @Wonderland_fi @terra_money @redactedcartel @CurveFinance @ConvexFinance they otc to luna. Didnt dump it

but idk what there current plan is with their current amount. It is not locked",0,1,0,0,2411043809,1482026193495162883,1395995031668809731,2022-01-15T01:18:19.000Z,1482160183140708354
@carrot_meta @fraxfinance @CongruentFi @Keeper_DAO @BadgerDAO @MochiDeFi @Wonderland_fi @terra_money @redactedcartel @CurveFinance @ConvexFinance @DefiDividends Any reason why wonderland dumped 500k and stopped accumulating?,0,1,0,0,1467102690291306503,1482026193495162883,2411043809,2022-01-15T01:16:21.000Z,1482159687235776514
@PointPaul @terra_money @tns_money Unfortunately no I didn’t 😅,0,1,0,0,3347764750,1481980300620140548,1439084844105961476,2022-01-15T01:15:51.000Z,1482159562539270146
@OutletFinance @Mastercard @terra_money Malaysia please,0,1,0,0,1126213538475847680,1482113212766117893,1204797780067155968,2022-01-15T01:15:36.000Z,1482159497586298882
"@orion_money, as the top validator of Terra, can you vote ‘yes’ along with us for @terra_money  prop 178 - to expand liquidity of $ UST to other chains? 

https://t.co/5I7xUinSJR",0,0,2,0,1331663474888376321,1481913692266844164,1331663474888376321,2022-01-15T01:13:46.000Z,1482159038653923331
@TerraLUNADaily @loop_finance @terra_money @terraswap_io @astroport_fi @coinhall_org Loop TVL is nearing 80 million now,0,2,1,0,1406995344483704832,1481838483085742081,1462942817550888963,2022-01-15T01:12:45.000Z,1482158780129308675
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance Definitely missing one of the best. @TheRyanLion,0,0,1,0,955920554325872640,1481979299053899781,1366503648944001026,2022-01-15T01:09:29.000Z,1482157961866883072
@Cephii1 @terra_money Hey @terraspacesorg i have an idea for you.   with the appropriate people's agreement.   start issuing audio nft's of these simple one liners of @Cephii1 and others and sell them for @angelprotocol,0,0,2,0,32590908,1482082121258872834,32590908,2022-01-15T01:09:13.000Z,1482157892874690561
@crypto_dolfin @OutletFinance @Mastercard @terra_money BHS doesn’t like Blueballs : ( https://t.co/DUOIDcitWo,0,0,2,0,295755451,1482113212766117893,1317112436856532992,2022-01-15T00:58:52.000Z,1482155287633362945
"@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money I am bullish on @HellCatsNFT community are great, DAO soon, and there's mini game in discord that keep us entertain such as poker, casino and crack the code, team super active and keep deliver https://t.co/wpUPPKDppY",0,0,1,0,1047320182597644289,1482149534507487233,1357257316085555201,2022-01-15T00:57:29.000Z,1482154940223336448
@unknowntones @OutletFinance @terra_money @OutletFinance will all of these states (Texas especially) still be restricted with the new debit cards and app update to native Terra?,0,1,3,0,1700183472,1482113212766117893,400241235,2022-01-15T00:54:07.000Z,1482154092222894081
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money I think @dystopAI_NFT looks really great. It already has collabs with LMB and Terrans and the idea to combine other projects with it seems promising.,0,0,3,0,1047320182597644289,1482149534507487233,1263355502974636032,2022-01-15T00:53:08.000Z,1482153847296516100
@kevinsekniqi @avalancheavax @terra_money Ust on platipus?,0,0,0,0,995834351316324352,1481683305124794376,61568529,2022-01-15T00:46:33.000Z,1482152189107789825
"@missokex @terra_money @OKEx as I see it, there is no movement in the direction of unlocking.  I demand not to close this request.  If one of the employees closes this request, which is not related to the withdrawal of assets, I will be forced to start showing it on social networks. https://t.co/6lKMGRTovS",0,0,0,0,1423175798572294146,1481460636194603009,1471881775722938369,2022-01-15T00:45:43.000Z,1482151981007446023
@WoofOfLUNA @angelprotocol @TerransNFT @terra_money @dystopAI_NFT I’m looking forward to that one too! I reaaaaally hope we get to the part where we can use the AI ourselves soon!,0,0,1,0,1360634172553846788,1482149534507487233,1047320182597644289,2022-01-15T00:45:34.000Z,1482151940712644609
"@worldexporer88 @Armadillomma_85 @SecretNetwork @terra_money Man so tell me how to value cryptocurrenccy in crypto ❓❗ IMHO comparing crypto from the same basket to each other is the only way to value them. Not financial advice.
$SCRT 🤫",0,1,1,0,1405513855782965254,1481868658053980165,1388852358050992130,2022-01-15T00:44:45.000Z,1482151734592028674
@wagmi100x @stablekwon @berrehili @seb3point0 @terra_money What should we ask him @stablekwon,0,0,0,0,701471655474794498,1481696773697589248,776163420198604800,2022-01-15T00:44:16.000Z,1482151614110703624
"Wow, @wormholecrypto has been on 🔥
Now bridge: 
@solana 
@Polygon 
@avalancheavax 
@BinanceChain 
@OasisProtocol 
@ethereum 
@terra_money 

L
F
G https://t.co/q0ETF71tUl",19,17,115,5,,1482151305665650690,15567173,2022-01-15T00:43:02.000Z,1482151305665650690
@C0mbatvv0mbat @angelprotocol @TerransNFT @terra_money I would say @dystopAI_NFT and their beautiful scenic art! Seems they'll have very exciting stories to share for us all too ~,0,1,4,0,1047320182597644289,1482149534507487233,1360634172553846788,2022-01-15T00:42:53.000Z,1482151264301432832
"@TheRyanLion @Atlo_Protocol @terra_money Just completed, not sure if I made it to first 5000 tho 😂",0,0,1,0,1326366156173824000,1482073017706500100,1446124925408870403,2022-01-15T00:36:46.000Z,1482149726191747072
"Here’s another Terrans giveaway for the $LUNA fam to show my appreciation to y’all! Qualifiers are as follows:

•Be following @angelprotocol + @TerransNFT 

•RT+LIKE

•Comment which @terra_money NFT project you’re bullish on (unreleased projects included) and why! https://t.co/623yCywP3T",99,94,137,4,,1482149534507487233,1047320182597644289,2022-01-15T00:36:00.000Z,1482149534507487233
@NFTticketEvents @CoinMarketCap Wait until yall see what @tix_money is building on @terra_money and $ust decentralized stable token!,0,0,1,0,1466687602514350080,1482085360020738052,955579868112044034,2022-01-15T00:35:55.000Z,1482149512466468869
"The best place to earn passive income from a stablecoin is with @terra_money 

$UST $Luna 

https://t.co/KFoIeR9Ikm",0,0,0,0,,1482146648411160578,1482072826718789633,2022-01-15T00:24:32.000Z,1482146648411160578
@seb3point0 @stablekwon @terra_money Is the interview on @epicenterbtc ?,0,0,0,0,15306082,1481696773697589248,401823454,2022-01-15T00:20:55.000Z,1482145738259939329
"@absirdburd @GreenSocrates @wolf_of_defi @loop_finance @astroport_fi Yes, that’s why I was so hyped about Astro. I hope things change, @terra_money deserves Top quality DEX",0,2,1,0,1372459948085444611,1481912205792751619,1020767717014540288,2022-01-15T00:20:04.000Z,1482145522425241610
@ayaneo_thor @stablekwon @terra_money @THORChain I was thinking about this too 👀,0,0,1,0,947427910998220800,1482102803581616134,1361368950592983047,2022-01-15T00:19:56.000Z,1482145489416069127
@unl1k3ly @terra_money Thanks for watching our back.,0,0,0,0,56556234,1481949859548921860,401823454,2022-01-15T00:17:40.000Z,1482144918852321282
@seb3point0 @stablekwon @terra_money Would it be easy to change the consensus mechanism if PoS became obsolete or regulators banned/cracked down on it? For example $HNT and $XCH mine but they don’t use Proof of Work but Proof of Coverage and Proof of Space and Time instead since they thought it was better than PoW,0,0,0,0,15306082,1481696773697589248,1473077026542297093,2022-01-15T00:16:17.000Z,1482144573107359744
@yayobit @unl1k3ly @terra_money I am trying no code first: webflow. Then add some code if necessary,0,0,1,0,1434205319836602371,1481949859548921860,401823454,2022-01-15T00:15:52.000Z,1482144466601488384
@iii_OIO_iii @terra_money @TerraSCV @TerraWatchdog Wow they have good contents too!,0,0,1,0,1276528724318588929,1481965675291758600,1261822229521641472,2022-01-15T00:13:07.000Z,1482143774759620608
@iii_OIO_iii @terra_money @TerraSCV @TerraWatchdog Haha bro there's so many dapps rn I may legit lose my shit,0,0,1,0,1276528724318588929,1481965675291758600,1412090505115152386,2022-01-15T00:11:53.000Z,1482143464401915904
@unl1k3ly @terra_money Thank you so much 🙏 Terra‘s guardian angel,0,0,2,0,56556234,1481949859548921860,1246016817405050883,2022-01-15T00:10:17.000Z,1482143063837446144
@mycullwilson @Credible_Chr1s @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol Thanks. Going to try to set this up this weekend.,0,0,0,0,474482863,1482031419811676161,1090378195675856898,2022-01-15T00:09:51.000Z,1482142952197664770
@CryptoDutchie1 @OutletFinance @Mastercard @terra_money Cool but not the alpha you are looking for 😬,0,0,0,0,1380036970131283970,1482113212766117893,1165245871979548673,2022-01-15T00:08:57.000Z,1482142725193760769
@loop_finance @terra_money @miti39609105 Is this true? I just started using the Astroport AMM but I didn't realize the APR's were so low since they don't show it on their platform.. Going to switch over to Loop asap!,0,1,2,0,943411094499946497,1482129404935426051,219985443,2022-01-15T00:08:50.000Z,1482142698773659649
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @ksicrypto what a joke!! Haha 😆,0,0,1,0,955920554325872640,1481979299053899781,1433288967668084737,2022-01-15T00:08:15.000Z,1482142551318671367
Anther [Redacted] alpha coming for @terra_money🌕 @Hou_Am_I https://t.co/XDZXC6adQt,0,0,0,0,,1482142253200310272,42184230,2022-01-15T00:07:04.000Z,1482142253200310272
@danku_r @coinhall_org @terra_money @YouTube Limit orders? FinAlly,0,0,0,0,1362475747559038978,1481984072524181511,855566219658657792,2022-01-15T00:05:27.000Z,1482141845824356355
"@Terralytics1 @terra_money 2/
So thats why the power goes to those majority or its friend, or have a bond together who know, its our choice ,but i agree, to much power can be negative in wrong hands.",0,0,0,0,1473090035335536649,1482063918281502730,1183612092168884224,2022-01-15T00:04:13.000Z,1482141536838352900
@LunaDegen @Remi_Tetot @AgilePatryk @terra_money @Levana_protocol @prism_protocol @WhiteWhaleTerra @alice_finance @kado_money @kashdefi @mars_protocol @neptune_finance Looks interesting. 🤔,0,0,1,0,1354603124430929924,1481702214624325638,1448790352299585582,2022-01-15T00:02:45.000Z,1482141165151715330
@Terralytics1 @terra_money so you want to take my right or someone else right by telling them you cant choose your validator? i trust 3 or 4 of them they not in top 10. But i trust them for now. Lots of them are greedy with commission and not trustworthy. If they do something wrong you loose your staking.,0,0,0,0,1473090035335536649,1482063918281502730,1183612092168884224,2022-01-15T00:02:14.000Z,1482141035564535808
@OutletFinance @crypto_dolfin @Mastercard @terra_money Tease,0,0,1,0,1126213538475847680,1482113212766117893,1347824792708276224,2022-01-15T00:02:05.000Z,1482140996376875012
@larry0x @seb3point0 @stablekwon @terra_money Truly impressive behavior examples can we remove pokemon go warnings now?,0,0,0,0,1134151355776585729,1481696773697589248,1412090505115152386,2022-01-15T00:01:08.000Z,1482140758685716487
Still trying to wrap me head around this. #ust #luna @terra_money https://t.co/jcOiP4m2eB,0,0,0,0,,1482140158980141058,28964952,2022-01-14T23:58:45.000Z,1482140158980141058
@emmanuel_abano @dogecoin @terra_money @anchor_protocol We are not working with aex (never have). Please contact their support.,0,0,0,0,1390854970740592643,1481306015933030402,1391789515199721474,2022-01-14T23:56:08.000Z,1482139501896118284
"@Terralytics1 @terra_money The real issue is that validators use AWS, they need to #runonflux and never go down. Cheaper too. Increase yields to the stakers. $FLUX",0,0,2,0,1473090035335536649,1482063918281502730,1271575346178134016,2022-01-14T23:55:35.000Z,1482139361189761027
"@seb3point0 @stablekwon @terra_money Who would he marry, bang or kill? $BTC $ETH or $ADA",0,0,0,0,15306082,1481696773697589248,1455478385837330432,2022-01-14T23:54:14.000Z,1482139024852754436
@OutletFinance @crypto_dolfin @Mastercard @terra_money wen all 50 states?,0,0,0,0,1126213538475847680,1482113212766117893,2385410352,2022-01-14T23:54:01.000Z,1482138967306911745
@crypto_dolfin @Mastercard @terra_money We have 20 or so people with it in the all right now. Check discord. Native in ust coming in the next few weeks.,0,2,5,0,295755451,1482113212766117893,1126213538475847680,2022-01-14T23:53:18.000Z,1482138787438383107
"This is #NFT community as its best. Give it a read. 

If you are looking a place in @terra_money galaxy the portals are open. aaaaand space ships still yet to come 😜🚀 @galactic_punks https://t.co/WYDUHoVNbJ",0,0,2,0,,1482138423456583683,1389524806341697536,2022-01-14T23:51:51.000Z,1482138423456583683
"@OutletFinance @Mastercard @terra_money When? We've been hearing about Mastercard debit cards saying ""soon"" since April last year. We know it's a regulatory hassle but please don't tease people with the ""soon"".",1,3,14,0,1126213538475847680,1482113212766117893,295755451,2022-01-14T23:51:02.000Z,1482138216534794241
"@OutletFinance @BriannaBromell @terra_money There is a worldwide delivery service called ""mail"", did you know? You can send any shit worldwide, like a debit card.",0,1,1,0,1126213538475847680,1452793403746435074,159608270,2022-01-14T23:50:30.000Z,1482138084984696838
@danku_r @coinhall_org @terra_money @YouTube They made a great service adding a direct swap to the charts 👀,0,0,0,0,1362475747559038978,1481984072524181511,1379343068411920386,2022-01-14T23:49:43.000Z,1482137886178824206
@seb3point0 @stablekwon @terra_money Can we rename Luna Solunavax? May as well at the rate Luna is growing,0,0,1,0,15306082,1481696773697589248,855566219658657792,2022-01-14T23:44:38.000Z,1482136604827594752
@thegalacticdao @terra_money @Speicherx @Remi_Tetot @TheRyanLion @iii_OIO_iii @IcedKnife @PeterTheTerran @MonkeDAO @TerraBitesPod @NicolasFlamelX this is gold,0,0,2,0,1481293873926348800,1482024988748230662,1389524806341697536,2022-01-14T23:44:25.000Z,1482136551391911939
@TheRyanLion @Atlo_Protocol @terra_money Decentralised with kyc 😬,0,0,1,0,1326366156173824000,1482073017706500100,931134888295714816,2022-01-14T23:43:41.000Z,1482136365810823170
@OutletFinance @Mastercard @terra_money @OutletFinance can't open with CANADA number 🙁,0,0,0,0,1126213538475847680,1482113212766117893,1355428735877582850,2022-01-14T23:40:49.000Z,1482135646743445507
@ThorWallet @dogecoin @terra_money @anchor_protocol I can't move my coins out of AEX. Will there be a fix on that side? Please advise,0,2,0,0,1391789515199721474,1481306015933030402,1390854970740592643,2022-01-14T23:40:28.000Z,1482135557233049600
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance 🤦‍♂️ KSI isn’t a lunatic. He flip flops his bias as bad as special K,0,0,0,0,955920554325872640,1481979299053899781,946342570749079553,2022-01-14T23:38:36.000Z,1482135088347648001
@traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @SmartStake  is great too,0,0,1,0,955920554325872640,1481979299053899781,1396211666241589252,2022-01-14T23:37:50.000Z,1482134897082908676
@terra_money @CitrusExchange Cross chain exchanges and Crosschain liquidity is where this industry needs to be heading 👌,0,0,1,0,1022028994772910086,1482039616551149568,1077152868,2022-01-14T23:36:33.000Z,1482134573555372036
@erkobitch @RBF_cap @terra_money Well your tweet ages well 🤣 NOT!!! Good call boss,0,1,0,0,873398258,1391698445208064000,1373180476924436485,2022-01-14T23:35:21.000Z,1482134268566548489
@terra_money @avalancheavax @FantomFDN @MoonbeamNetwork Cant wait for $UST on @MoonbeamNetwork ! This is HYPE,0,0,1,0,1022028994772910086,1481443564139663360,87328344,2022-01-14T23:34:01.000Z,1482133934410326019
"Welcome @solana, @cardano &amp; @terra_money! #cardano #terra #solana #eth #bnb https://t.co/IT1XNw1DVP",1,4,10,0,,1482133900457615366,1140166453741654017,2022-01-14T23:33:53.000Z,1482133900457615366
"@Cephii1 the very best (for me) statement from @Cephii1 was ""more decomposition of LUNA is greater product fit"".  amen.  the power of composability (and decomposability) has never been greater than @terra_money",0,1,2,0,1355366118119108612,1482082121258872834,32590908,2022-01-14T23:32:50.000Z,1482133637885747203
@udiWertheimer @kevinsekniqi @blknoiz06 @avalancheavax @terra_money pump it,0,0,0,0,14527699,1481683305124794376,1476938730476695553,2022-01-14T23:28:46.000Z,1482132613464682498
"@SteveBartlettSC @Crypto_Skulls Not a fan of ETH, their fees are crazy. Check out @terra_money $luna Steve and their stable coin $UST. This is gonna change the shape of crypto.",1,1,5,0,57797169,1482131550116487168,200275554,2022-01-14T23:28:25.000Z,1482132527234101249
"@OutletFinance @Mastercard @terra_money I’d there a reason for these states in particular, just curious: https://t.co/JXPSLrEckm",0,1,1,0,1126213538475847680,1482113212766117893,1700183472,2022-01-14T23:28:23.000Z,1482132516035248130
"@unl1k3ly @terra_money If Anchor is the heart, this would be the spine. Let us know how to help..",0,0,0,0,56556234,1481949859548921860,1384054719329443843,2022-01-14T23:28:18.000Z,1482132496037081088
@OutletFinance @Mastercard @terra_money Wen Switzerland🇨🇭??,0,0,0,0,1126213538475847680,1482113212766117893,1292175469954162688,2022-01-14T23:27:11.000Z,1482132215358181379
"I know Crypto is brutal, but I love it and I think I always will. #Bitcoin #AVAX #Terra #Ethereum #DeFi #TeFi @terra_money",0,1,2,0,,1482132173977235459,1441521325135196161,2022-01-14T23:27:01.000Z,1482132173977235459
@OutletFinance @terra_money When for EU?,0,0,0,0,1126213538475847680,1452793403746435074,1444039260923891712,2022-01-14T23:24:09.000Z,1482131450925305860
@CoryL35646289 @OutletFinance @Mastercard @terra_money Good question,0,0,1,0,1448790352299585582,1482113212766117893,1348760608829628416,2022-01-14T23:21:37.000Z,1482130814171512833
@Speicherx @OutletFinance @Mastercard @terra_money Yes please,0,0,1,0,257846146,1482113212766117893,1455938932525338628,2022-01-14T23:20:26.000Z,1482130517034434562
"@TheOak97 @Credible_Chr1s @crypto_condom @terra_money @fraxfinance @ConvexFinance @VotiumProtocol Many of the bribes come in late in the voting period so wait until the last day and go to @VotiumProtocol. Then there will be a link under each bribe to their snapshot voting site where you can choose how to vote. 

You must lock your $cvx before the voting period starts.",0,1,2,0,1090378195675856898,1482031419811676161,474482863,2022-01-14T23:20:02.000Z,1482130415011852289
@jack_zampolin @terra_money @kava_platform @Umee_CrossChain @RatioFinance gonna ship on IBC one day and it’ll be glorious.,0,1,2,0,82412279,1481998567262670850,1296867983218876418,2022-01-14T23:19:57.000Z,1482130394455543809
@jp12__ @nicdors @NexusProtocol @terra_money Hopefully they take a page from $spec playbook,0,0,0,0,1398906152729993216,1482094504593137668,1389922267283349514,2022-01-14T23:16:08.000Z,1482129436258365440
"A comprehensive look at the state of AMM DEX's on Terra 👇

Comparative analysis of APR’s across all of @terra_money 🌙♾️📈

Great piece, @miti39609105 👍

✨ READ: https://t.co/ITxy0fRuxQ",13,2,53,0,,1482129404935426051,943411094499946497,2022-01-14T23:16:01.000Z,1482129404935426051
@Terralytics1 @terra_money Validators providing extra airdrops will grab a huge market share if the projects are good. Solution would seem to be no extra drops or get many more validators to have incentives built in,0,0,1,0,1473090035335536649,1482063918281502730,3185425284,2022-01-14T23:15:08.000Z,1482129182939402242
@Cryp_tino @traderrocko @terra_money @stablekwon @NicolasFlamelX @AlphaSeeker21 @CryptoKaleo @ksicrypto @TerraBitesPod @JayJaboneta @TaikiMaeda2 @danku_r @TheMoonMidas @YieldLabs @loop_finance @lodelascripto You deserver ser,0,1,4,0,1308000587452166146,1481979299053899781,175564608,2022-01-14T23:15:02.000Z,1482129156611604481
"Then it happens. You hit the inflection point; critical mass. We've seen this in a number of communities. 

We saw this with:
$BTC, $ETH,
@chainlink $LINK #linkmarines  
@terra_money $LUNA #lunatics 

&amp; you're about to see this with @SecretNetwork $SCRT #secretagents https://t.co/PlggIOZaBB",2,3,31,0,900809394,1482128012107816966,900809394,2022-01-14T23:10:33.000Z,1482128028708884480
@OutletFinance @Mastercard @terra_money Not available for UK? 🤷🏻‍♂️,0,0,0,0,1126213538475847680,1482113212766117893,1257407848117612547,2022-01-14T23:07:07.000Z,1482127164610863111
"We've got lots of great bounties on the schedule this weekend from a @terra_money scavenger hunt tonight to @SushiSwap bounties tomorrow and even @Algorand bounties on Sunday. 

Our updated schedule is below. Reserve your spot here:

https://t.co/KBe5k5bhcO https://t.co/OhcViVCMYh",14,7,69,0,,1482126735344902152,925712018937712640,2022-01-14T23:05:24.000Z,1482126735344902152
